Student_ID,Student_Name,Study_Hours,Attendance,Assignment_Score,Final_Marks,Result
2916,Courtney James,5,63,68,56,Fail
2917,Mary Parker,1,67,89,55,Fail
2918,Brittany Marshall,10,57,55,64,Pass
2919,Michelle Warner,6,81,87,77,Pass
2920,Lisa Macias,9,76,73,83,Pass
2921,Nathaniel Anderson,9,91,49,72,Pass
2922,Robert Smith,8,86,46,77,Pass
2923,Rachel Burke,5,72,64,63,Pass
2924,Kimberly Reed,1,56,66,36,Fail
2925,Andrew Maynard,9,61,54,69,Pass
2926,Samuel Leblanc Jr.,1,74,71,53,Fail
2927,Brandon Lucas,8,52,67,73,Pass
2928,Stephen Murphy,5,75,48,57,Fail
2929,Rachel Anderson,3,53,46,42,Fail
2930,Jennifer Carrillo MD,7,91,98,98,Pass
2931,Todd Ruiz,7,85,95,74,Pass
2932,Melanie Williams,9,64,55,66,Pass
2933,Brittany Schmidt,7,81,65,73,Pass
2934,Amanda Wright,3,78,74,60,Pass
2935,Ashley Johnson,1,59,56,33,Fail
2936,Eileen Dickerson,8,70,62,72,Pass
2937,James Cunningham,3,65,47,45,Fail
2938,Brent Green,8,96,41,69,Pass
2939,David Williams,8,68,70,79,Pass
2940,Sean Dorsey,5,78,96,78,Pass
2941,Joanne Allen,1,100,91,66,Pass
2942,Gilbert Sanchez,10,67,97,91,Pass
2943,Leslie Martinez,7,93,98,86,Pass
2944,Chase Castillo,10,65,96,86,Pass
2945,Michael Murray,5,50,71,62,Pass
2946,Tiffany Martinez,8,97,68,77,Pass
2947,Andrew Sanders,9,51,42,62,Pass
2948,Richard Mack,7,64,47,58,Fail
2949,Rachel Hunter,7,88,98,84,Pass
2950,Barbara Jackson,1,77,41,40,Fail
2951,Cindy Erickson,4,50,70,52,Fail
2952,Dale Garcia,2,54,90,59,Fail
2953,Kelly Huff,2,91,88,67,Pass
2954,Michael Kirby,2,71,76,65,Pass
2955,Kelly Butler,4,85,59,57,Fail
2956,Adrian Brooks,1,95,68,61,Pass
2957,Mr. Michael Mcgee,4,62,56,59,Fail
2958,Jade Fleming,2,50,49,49,Fail
2959,Anthony Fox,5,65,80,62,Pass
2960,Teresa Marshall,3,90,61,66,Pass
2961,Kristin Mcdonald,8,71,45,64,Pass
2962,Arthur Cooke,4,81,82,74,Pass
2963,Patrick Hughes,1,65,73,48,Fail
2964,Dustin Hahn,1,100,70,60,Pass
2965,Keith Chaney,10,64,94,85,Pass
2966,Larry Flowers,3,95,51,56,Fail
2967,John Flores,9,91,51,75,Pass
2968,Erin Larson,7,61,55,74,Pass
2969,Zachary Palmer,2,50,64,50,Fail
2970,Nicole Nguyen,9,66,61,69,Pass
2971,Valerie Jones,10,90,66,82,Pass
2972,James Hall,2,100,63,64,Pass
2973,Michael Lloyd,3,99,51,58,Fail
2974,Thomas Brown,10,77,92,89,Pass
2975,Sherry Delgado,2,56,57,40,Fail
2976,Tammy Davis,3,58,84,60,Pass
2977,Barbara Torres,6,71,86,61,Pass
2978,Derrick Lamb,9,75,55,63,Pass
2979,Marc Bowman,9,61,43,61,Pass
2980,Raymond Bonilla,7,56,51,62,Pass
2981,William Hernandez,3,95,88,81,Pass
2982,Jonathan Thomas,4,96,72,72,Pass
2983,Erik Harrington,6,64,61,64,Pass
2984,Leonard Hernandez,5,87,57,64,Pass
2985,Chad Austin,2,70,93,68,Pass
2986,James Francis,6,63,87,73,Pass
2987,Dean Berry,3,51,72,55,Fail
2988,James Ramos,8,57,66,60,Pass
2989,Karla Garcia,2,94,81,68,Pass
2990,Monica Williams,1,55,58,43,Fail
2991,Brittany Harper,9,86,87,86,Pass
2992,Nancy Rowland,3,86,53,54,Fail
2993,Amber Gordon,1,82,64,47,Fail
2994,William Stephens,7,90,73,80,Pass
2995,Mary Bell,10,55,63,73,Pass
2996,Sarah Mcneil,5,75,77,69,Pass
2997,Charlene Peterson,5,88,99,82,Pass
2998,Audrey Rivera,1,90,93,61,Pass
2999,Erik Fischer,9,86,62,86,Pass
3000,Christopher Hughes,7,63,44,62,Pass
3001,Sherri Simmons,8,86,83,86,Pass
3002,Darius Mullins,9,57,98,91,Pass
3003,Michael Powell,6,88,75,75,Pass
3004,Jacob Peterson,5,62,93,69,Pass
3005,Kelly Lowery,6,62,63,63,Pass
3006,Jonathan Johnson,2,89,75,70,Pass
3007,Albert Russell,4,92,44,53,Fail
3008,Isaiah Hickman,3,77,78,71,Pass
3009,David Munoz,7,67,45,52,Fail
3010,Jordan Bennett,9,68,84,84,Pass
3011,Patrick Allen,5,87,75,76,Pass
3012,Samantha Thomas,6,81,84,79,Pass
3013,Dominique West,10,71,43,74,Pass
3014,Anna Anderson,2,51,49,40,Fail
3015,Shannon Miller,3,62,91,58,Fail
3016,Angela Jarvis,3,72,40,52,Fail
3017,Dalton Smith,9,74,60,82,Pass
3018,Jennifer Parsons,7,77,79,75,Pass
3019,Donna Shaffer,8,60,78,77,Pass
3020,Amy Thomas,10,82,76,81,Pass
3021,Joseph Combs,9,73,42,61,Pass
3022,Danielle Lee,6,51,86,68,Pass
3023,Michael Smith,4,79,70,60,Pass
3024,James Morgan,1,66,66,50,Fail
3025,Samantha Farmer,8,89,56,88,Pass
3026,Norma Compton,7,83,100,82,Pass
3027,Daniel Terrell,2,87,62,59,Fail
3028,Ann Mcneil,8,71,52,57,Fail
3029,Veronica Hancock,5,54,86,68,Pass
3030,Denise Butler,7,97,66,73,Pass
3031,Brittany Scott,4,89,90,76,Pass
3032,Timothy Silva,5,100,59,70,Pass
3033,Rebecca Gonzales,8,65,85,78,Pass
3034,Gregory Caldwell,1,62,92,54,Fail
3035,Juan Stephens,1,75,52,45,Fail
3036,Dr. Joanna Williams,4,80,83,70,Pass
3037,Brandi Hernandez MD,3,88,63,59,Fail
3038,Michelle Bailey,10,97,100,100,Pass
3039,Sara Johnson,2,72,94,65,Pass
3040,Andrew Conway,3,97,80,65,Pass
3041,Sarah Cox,1,61,98,63,Pass
3042,Brian Dean,1,63,42,26,Fail
3043,Crystal Parker,6,67,82,81,Pass
3044,Amy Young,5,76,49,49,Fail
3045,Jeremiah York,8,77,40,68,Pass
3046,Susan Johnson,2,67,88,65,Pass
3047,Steven Moore,4,65,99,65,Pass
3048,James Krueger,8,65,97,85,Pass
3049,Suzanne Watts,6,62,52,54,Fail
3050,Tracy Martin,1,78,53,47,Fail
3051,Samantha Stanley,4,58,72,61,Pass
3052,Joshua Wilson,1,75,41,42,Fail
3053,Carla Mckay,2,77,41,40,Fail
3054,Susan Sanchez,5,90,78,75,Pass
3055,Evan Gonzalez,8,62,80,74,Pass
3056,Alexis Pacheco,8,85,95,87,Pass
3057,Courtney Duran,3,58,70,54,Fail
3058,Julie Mccoy,4,96,43,51,Fail
3059,Linda Jones,10,63,73,72,Pass
3060,Kyle Wade,6,100,58,68,Pass
3061,Nathan Francis,10,61,97,89,Pass
3062,Kevin Lozano,3,81,76,59,Fail
3063,Yvonne Morgan,2,87,48,57,Fail
3064,Nancy Mercer,6,52,63,60,Pass
3065,Ashley Payne,5,65,52,57,Fail
3066,Sandra Jones,10,69,83,82,Pass
3067,Tanya West,5,81,69,59,Fail
3068,Anita Petty DDS,10,72,58,77,Pass
3069,Thomas Roberts,5,66,80,63,Pass
3070,Joshua Brown,10,65,49,62,Pass
3071,Jasmine Odonnell,5,87,90,73,Pass
3072,Shawn Gonzalez,3,57,81,58,Fail
3073,Martin Thomas,7,68,83,63,Pass
3074,Tracey Rose,6,79,53,61,Pass
3075,Andrea Green,4,83,79,74,Pass
3076,Darlene Santos,2,63,87,60,Pass
3077,Margaret Greer,9,71,88,89,Pass
3078,Brenda Hale,1,93,59,52,Fail
3079,Mr. Joel Andrews,4,66,43,55,Fail
3080,Shawn Sanchez,1,64,77,46,Fail
3081,Brad White,6,99,83,84,Pass
3082,Dr. Maria Warren,4,97,99,80,Pass
3083,Jeffrey Brown,5,81,89,82,Pass
3084,James Scott,5,62,78,63,Pass
3085,Rachel Fleming,9,70,44,60,Pass
3086,Richard Mcdaniel,1,98,81,67,Pass
3087,Jose Williams,2,89,71,69,Pass
3088,Jason Howard,6,82,45,62,Pass
3089,Timothy Clark,5,76,98,77,Pass
3090,Cody Pierce,7,84,53,61,Pass
3091,Allen Ramirez,3,65,45,51,Fail
3092,Michael Flores,3,77,53,53,Fail
3093,Travis Holt MD,10,83,51,79,Pass
3094,Bryan Wolf,2,96,66,62,Pass
3095,Rachel Herrera,3,50,93,71,Pass
3096,Sharon Hanson,10,90,65,80,Pass
3097,Eric Mcdowell,1,97,51,50,Fail
3098,Sara Bailey,5,80,47,63,Pass
3099,Sean Kirk,5,85,49,65,Pass
3100,John Jensen,7,93,55,76,Pass
3101,Denise Sullivan,4,82,91,73,Pass
3102,Ashley Kramer,3,82,65,61,Pass
3103,Heidi Miller,1,88,47,41,Fail
3104,Rhonda Haas,8,67,80,75,Pass
3105,Carlos Weeks,3,72,84,66,Pass
3106,Anthony Carroll,2,72,68,56,Fail
3107,Luis Stewart,4,64,59,51,Fail
3108,Cynthia Flowers,3,75,56,48,Fail
3109,Crystal Mack,1,79,58,55,Fail
3110,Molly Lee,3,74,56,58,Fail
3111,David Miller,2,94,78,64,Pass
3112,Stephanie Clark,8,65,99,88,Pass
3113,Cynthia Spencer,6,88,40,65,Pass
3114,Susan Ritter,9,97,98,87,Pass
3115,William Johnson,8,94,91,88,Pass
3116,Anthony Bowen,10,63,68,83,Pass
3117,Whitney Nunez,3,66,53,42,Fail
3118,Angela Thomas,5,61,56,48,Fail
3119,Lindsey Rodriguez,7,78,52,68,Pass
3120,Martin Sosa,5,81,68,73,Pass
3121,Adam Wang,8,73,73,74,Pass
3122,Joseph Hernandez,5,62,66,58,Fail
3123,Tommy Garrison,1,69,85,49,Fail
3124,John Hughes,5,64,72,62,Pass
3125,Benjamin Hart,4,53,68,48,Fail
3126,Julie Wells,6,83,76,72,Pass
3127,Bridget Anderson,3,77,78,70,Pass
3128,Kathryn Dawson,5,99,58,61,Pass
3129,Tiffany Dudley MD,2,51,85,54,Fail
3130,Amanda Singh,6,96,63,76,Pass
3131,Robert York,6,79,53,59,Fail
3132,Sabrina Singleton,5,75,86,74,Pass
3133,Lisa Simmons,6,100,76,82,Pass
3134,John Sims,7,96,44,68,Pass
3135,Jonathan Chen,5,75,100,78,Pass
3136,Dr. Linda Francis,1,69,92,55,Fail
3137,Amanda Smith,8,91,63,75,Pass
3138,Jesse Marshall,4,77,73,65,Pass
3139,Michael Colon,9,69,89,74,Pass
3140,Thomas Mason,10,60,70,65,Pass
3141,Ethan Miller,6,59,69,63,Pass
3142,Mark Neal,1,72,99,66,Pass
3143,Andrew Ramirez,3,86,95,73,Pass
3144,Yolanda Sutton,3,90,48,47,Fail
3145,Mr. Steven Dunn,10,68,66,82,Pass
3146,Carolyn Gardner,4,94,67,68,Pass
3147,Joseph Raymond,6,67,81,75,Pass
3148,Michael Wade,7,98,65,73,Pass
3149,David Fisher,10,76,57,77,Pass
3150,Austin Lopez,4,55,75,61,Pass
3151,Michael Morales,6,59,47,60,Pass
3152,Donna Brooks,1,51,57,46,Fail
3153,Kathleen Dixon,8,73,59,65,Pass
3154,Kim Booth,7,87,97,85,Pass
3155,Courtney Gray,9,77,100,87,Pass
3156,Sandra Powell,3,77,71,61,Pass
3157,Angela Chang,2,94,68,54,Fail
3158,April Tapia,1,99,88,60,Pass
3159,Alexis Huber,3,88,87,82,Pass
3160,Jillian Colon,5,51,57,63,Pass
3161,Nicole Fisher,2,95,46,59,Fail
3162,Anna Nielsen,3,54,40,44,Fail
3163,April Miller,4,99,67,72,Pass
3164,Alex Jackson,7,60,72,72,Pass
3165,Nicole Evans,3,59,89,71,Pass
3166,Tracy Shelton,9,92,43,69,Pass
3167,Jennifer Hale,8,51,94,73,Pass
3168,Lance Ford,4,64,59,55,Fail
3169,Matthew Rosales,1,88,92,69,Pass
3170,Jesse Andersen,1,90,91,65,Pass
3171,Catherine Welch,1,86,75,56,Fail
3172,Samuel Clark,1,56,96,65,Pass
3173,Victor Jackson DDS,8,69,70,69,Pass
3174,Colton Moore,3,83,77,72,Pass
3175,Christina Allen,6,84,67,75,Pass
3176,Katie Mcdowell,3,83,42,60,Pass
3177,Benjamin Hall,5,71,45,65,Pass
3178,Sarah Coleman,7,80,84,80,Pass
3179,Gail Baldwin,2,72,62,63,Pass
3180,Theresa Bell,6,68,46,59,Fail
3181,Amanda Lewis,6,53,95,74,Pass
3182,Brandon Thomas,3,73,100,72,Pass
3183,William Lee,6,69,75,67,Pass
3184,Scott Martinez,10,88,40,76,Pass
3185,Marvin Bowman,10,77,45,77,Pass
3186,Paul Fuller,5,88,63,60,Pass
3187,David Rowe,2,66,76,69,Pass
3188,Sandra Lopez,9,68,84,89,Pass
3189,Ryan Montes,8,97,90,86,Pass
3190,Anthony Smith,3,84,75,67,Pass
3191,Patrick Edwards,8,81,63,73,Pass
3192,Janet Huerta,9,96,77,88,Pass
3193,Ryan Kelley,3,95,84,70,Pass
3194,Johnny Duran,3,96,68,68,Pass
3195,Linda Fox,2,95,76,60,Pass
3196,Christopher Carson,8,88,84,95,Pass
3197,Derrick Johnson,10,84,71,79,Pass
3198,Tyler Ortiz,1,79,64,55,Fail
3199,Max Dalton,8,66,49,60,Pass
3200,Kyle Lynch,7,91,74,77,Pass
3201,Katelyn Curry,7,96,94,90,Pass
3202,Michael Colon,3,78,64,58,Fail
3203,Jacob Moran,1,55,66,47,Fail
3204,Eric Mckinney,4,66,84,64,Pass
3205,Kevin Lewis,9,66,71,72,Pass
3206,Stacey Simmons,5,63,98,76,Pass
3207,Richard Wilson,1,73,51,41,Fail
3208,Michael Gomez,5,99,43,59,Fail
3209,Andrew Berry,8,86,81,79,Pass
3210,Bryan Johnson,8,89,65,75,Pass
3211,Amanda Hall,5,88,42,51,Fail
3212,Kendra Atkins,9,81,56,67,Pass
3213,Laura Manning,1,85,48,50,Fail
3214,Noah Barker,4,99,68,72,Pass
3215,Chad Gaines,3,86,40,52,Fail
3216,Mindy Salinas,2,97,57,65,Pass
3217,Kenneth Davis,8,63,80,70,Pass
3218,Mitchell Chavez,7,76,92,72,Pass
3219,Nicholas Watson,9,68,59,75,Pass
3220,Jamie Craig,2,80,96,60,Pass
3221,Linda Griffin,4,95,80,72,Pass
3222,John Mclaughlin,6,58,73,66,Pass
3223,Laurie Ellis,3,87,90,81,Pass
3224,Abigail Smith,8,66,67,68,Pass
3225,Heather Nguyen,3,68,87,62,Pass
3226,Andrew Cole,2,93,74,67,Pass
3227,Richard Duran,3,53,55,50,Fail
3228,Vincent Brown,6,97,60,69,Pass
3229,Erin Green,2,60,52,46,Fail
3230,Danielle Jacobs,8,71,74,71,Pass
3231,Derrick Cunningham,1,53,81,54,Fail
3232,James Beard,7,66,93,70,Pass
3233,Amanda Crosby,2,57,71,66,Pass
3234,Chad Perez,10,95,89,98,Pass
3235,Debra Cantu,6,83,77,68,Pass
3236,Chad Huff,2,60,45,41,Fail
3237,Kristina Haley,2,80,89,60,Pass
3238,Kyle Rivera,10,60,77,75,Pass
3239,Terry Mitchell,8,87,77,82,Pass
3240,Robert Soto,2,70,93,71,Pass
3241,Nicole Pearson,7,95,99,89,Pass
3242,Laura Browning,3,79,52,44,Fail
3243,Justin Swanson,8,59,85,73,Pass
3244,Danielle Ryan,7,75,92,78,Pass
3245,Christopher Leonard,8,76,78,78,Pass
3246,Chelsea Carter,7,57,52,58,Fail
3247,Christopher Young,6,88,86,68,Pass
3248,Johnny Davis,7,57,51,54,Fail
3249,Yvonne Diaz,5,57,92,63,Pass
3250,Joshua Spears,7,83,98,90,Pass
3251,Kelly Smith,1,65,72,50,Fail
3252,Dana Davis,1,90,67,47,Fail
3253,Lisa Mcdowell,9,62,96,80,Pass
3254,Craig Anderson,5,72,42,59,Fail
3255,Javier Johnson,5,61,57,53,Fail
3256,Daniel Rodriguez,3,76,65,54,Fail
3257,Michael Mack,5,71,93,73,Pass
3258,Travis Johnson,3,81,79,66,Pass
3259,Ashley Lewis,9,98,41,72,Pass
3260,Richard Schwartz,9,76,43,72,Pass
3261,Gabrielle Paul,6,51,89,68,Pass
3262,Paul Collins,1,94,67,61,Pass
3263,Mrs. Patricia Rodriguez,7,82,67,73,Pass
3264,Stephen Dunn,7,75,64,63,Pass
3265,Allison Fernandez,10,77,65,88,Pass
3266,Tracy White,10,68,84,90,Pass
3267,Todd Jones,4,92,86,71,Pass
3268,John Phelps,8,54,41,56,Fail
3269,Kaitlyn Rogers,6,82,81,78,Pass
3270,Jordan Morales,4,69,73,63,Pass
3271,Andrew Anderson,4,79,69,64,Pass
3272,Gina Clark,2,94,100,77,Pass
3273,Thomas Gibson,2,57,60,49,Fail
3274,Kristen Cunningham,4,87,83,73,Pass
3275,Kelly Berry,5,66,76,66,Pass
3276,Lisa Cook,8,93,83,88,Pass
3277,Stacey Mccoy,6,50,62,59,Fail
3278,Scott Perez,4,52,72,58,Fail
3279,Charles Hess,7,95,99,96,Pass
3280,Steven Houston,8,75,41,65,Pass
3281,Scott Williams,2,80,66,58,Fail
3282,Rebecca Davidson,7,57,87,68,Pass
3283,Mr. David Walker,2,92,98,69,Pass
3284,Abigail Rodgers,2,95,61,65,Pass
3285,Mark Moore,8,57,73,73,Pass
3286,Caitlin Lucero,2,84,55,58,Fail
3287,John Stanley,9,88,59,78,Pass
3288,Robert Brewer,1,77,65,54,Fail
3289,Carrie Garner,9,100,55,78,Pass
3290,Erin Hernandez,1,53,45,37,Fail
3291,Richard Alvarado,10,65,84,81,Pass
3292,Jessica Jones,10,62,83,88,Pass
3293,Rick Willis,2,69,62,48,Fail
3294,Vickie Martinez,6,100,81,82,Pass
3295,Curtis Parks,6,54,76,64,Pass
3296,Andrew Conrad,1,86,47,52,Fail
3297,Mr. Jesse Hart,7,69,45,61,Pass
3298,Rodney Butler,8,73,76,79,Pass
3299,John Hunt,2,85,91,69,Pass
3300,Dana Mills,8,83,61,68,Pass
3301,Dawn Marsh,9,94,45,76,Pass
3302,Michael Douglas,6,97,93,84,Pass
3303,Veronica Gonzalez,5,83,71,64,Pass
3304,Michelle Gilbert,9,68,56,63,Pass
3305,Amber Johnson,9,66,77,74,Pass
3306,Gary Smith,1,54,56,45,Fail
3307,Cynthia Rose,3,74,76,70,Pass
3308,Lisa Black,9,67,62,72,Pass
3309,Gregg Lee,2,99,88,66,Pass
3310,Eric Taylor,4,57,100,71,Pass
3311,Kara Jones,4,76,88,75,Pass
3312,Angela Hodge,2,64,100,75,Pass
3313,Jessica Bradley,3,94,52,64,Pass
3314,Brittney Wilson,3,62,71,57,Fail
3315,Alexander Abbott,1,65,61,50,Fail
3316,Emily Smith,6,71,46,54,Fail
3317,Robert White,8,69,61,73,Pass
3318,Brandon Gilbert,3,62,60,56,Fail
3319,Courtney Rose,5,69,45,41,Fail
3320,Ryan Austin,1,51,100,59,Fail
3321,Gregory Rivera,10,84,53,84,Pass
3322,Bryan Davis,7,96,55,68,Pass
3323,Shawn Anderson,10,68,42,57,Fail
3324,Tyrone Manning,1,94,48,50,Fail
3325,Angelica Cox,9,86,86,93,Pass
3326,Paul Daniels,8,55,60,67,Pass
3327,Allen Newton,7,63,89,76,Pass
3328,Jose Baker,10,53,69,69,Pass
3329,Ann Harmon,7,71,69,64,Pass
3330,George Anderson,5,100,99,86,Pass
3331,Amanda Roberts,5,88,81,74,Pass
3332,Jamie Carroll,5,85,81,77,Pass
3333,Andrew Pope,1,83,71,59,Fail
3334,Cory Fields,8,76,62,68,Pass
3335,Lisa Rodriguez,1,56,42,38,Fail
3336,David Bailey,4,52,40,44,Fail
3337,Dennis Lewis,9,96,42,64,Pass
3338,Ashley Hoffman,9,82,96,88,Pass
3339,Javier Tran,5,51,76,61,Pass
3340,Luis Decker,4,91,46,57,Fail
3341,Traci Patterson,3,65,42,47,Fail
3342,Michael Scott,3,74,75,62,Pass
3343,Kerry Hines,5,64,88,71,Pass
3344,Joseph Johnson,10,73,42,70,Pass
3345,Kevin Smith,1,64,94,60,Pass
3346,William Hobbs,5,80,43,57,Fail
3347,Jeffrey Huffman,6,63,70,63,Pass
3348,Cassandra Sullivan,7,63,41,54,Fail
3349,Vanessa Shelton,9,55,53,65,Pass
3350,Michele Jarvis,3,63,76,48,Fail
3351,Ashley Serrano,2,66,70,52,Fail
3352,Tami Smith,3,67,92,62,Pass
3353,Mrs. Susan Drake MD,9,69,41,60,Pass
3354,Lori Turner,7,100,70,77,Pass
3355,Christina Hayes,9,66,86,74,Pass
3356,Jesse Franco,2,65,82,57,Fail
3357,Paige Roberts,5,89,61,67,Pass
3358,Robert Brewer,4,88,49,63,Pass
3359,Jessica Kelly,2,81,91,78,Pass
3360,Margaret Weaver,9,93,69,73,Pass
3361,Shannon Johnson,9,58,72,69,Pass
3362,Andre Smith,6,76,58,62,Pass
3363,Christopher Kirk,6,95,85,81,Pass
3364,Brianna Bond,8,82,64,76,Pass
3365,Leah Ellis,6,59,97,71,Pass
3366,Brittany Richmond,1,66,94,48,Fail
3367,Steven Thornton,4,98,100,87,Pass
3368,Kent Reynolds,7,98,93,90,Pass
3369,Lori Wolfe,2,85,85,69,Pass
3370,Brian Brown,9,66,40,62,Pass
3371,Nichole Valentine,8,67,71,74,Pass
3372,Julie Cordova,8,72,64,61,Pass
3373,Ryan Hardin,7,83,100,81,Pass
3374,Sarah Welch,4,57,80,67,Pass
3375,Sherri Murphy,2,62,56,47,Fail
3376,Grace Hernandez,3,72,53,61,Pass
3377,Holly Maxwell,6,69,84,67,Pass
3378,Thomas Long,5,71,52,70,Pass
3379,Tina Hernandez MD,8,96,77,97,Pass
3380,Amanda Mitchell,6,72,78,68,Pass
3381,Ashley Rogers,6,90,41,59,Fail
3382,Bryan Terrell,1,84,71,63,Pass
3383,Roger Carrillo,4,52,71,53,Fail
3384,Victoria Saunders,5,83,97,77,Pass
3385,Jason Hammond,3,82,79,62,Pass
3386,Holly Martin,9,95,95,90,Pass
3387,Kyle Moody,1,66,45,41,Fail
3388,David Dillon,6,94,64,70,Pass
3389,Jeffrey Kelley,6,68,42,45,Fail
3390,Jeff Martinez PhD,10,79,57,84,Pass
3391,Marcus Frank,5,72,89,80,Pass
3392,Kathryn Miller,5,64,93,74,Pass
3393,Alexander Robertson,10,63,94,87,Pass
3394,Barbara Contreras,5,51,77,56,Fail
3395,April Rivera,6,88,82,75,Pass
3396,Shannon Hunt,8,98,42,76,Pass
3397,Jessica Bell,2,67,87,64,Pass
3398,Michael Guerrero,6,55,44,54,Fail
3399,Joshua Fitzgerald,1,81,63,55,Fail
3400,Marcus Melendez,4,70,93,76,Pass
3401,Tina Gonzalez,10,89,73,90,Pass
3402,David Garcia,3,77,86,70,Pass
3403,Leah Carter,9,76,87,83,Pass
3404,David Sellers,3,51,78,64,Pass
3405,Brian Kelly,6,82,87,75,Pass
3406,Thomas Fischer,1,65,63,43,Fail
3407,Angelica Campbell,6,88,75,72,Pass
3408,James Hernandez,4,71,67,54,Fail
3409,Patricia Garcia,8,92,87,89,Pass
3410,Adam Gates,9,96,88,91,Pass
3411,Jason Harvey,4,62,73,65,Pass
3412,Stephanie Clark,10,51,55,55,Fail
3413,Maria Grant,10,63,75,80,Pass
3414,Janice Martinez,6,87,46,61,Pass
3415,Peter Reyes,1,90,57,51,Fail
3416,Joseph Middleton,4,77,45,48,Fail
3417,Claire Hoffman,7,56,89,74,Pass
3418,Jennifer Clark,1,67,67,46,Fail
3419,Lisa Castillo,8,90,78,90,Pass
3420,Gabriel Rivera,10,85,73,88,Pass
3421,Melissa Cooper,6,90,90,86,Pass
3422,Kathy Khan,5,85,80,64,Pass
3423,Michelle Castaneda,10,93,68,90,Pass
3424,Ann Brown,9,53,43,64,Pass
3425,Jeffery Harris,2,79,53,49,Fail
3426,David Roberts,5,73,44,54,Fail
3427,Jason Santos,6,69,64,59,Fail
3428,Michael Calderon,7,95,78,79,Pass
3429,Michelle Guzman,5,80,47,61,Pass
3430,Gloria Bailey,9,73,54,67,Pass
3431,Anna Nicholson,1,56,98,59,Fail
3432,Diane Miller,7,75,58,79,Pass
3433,Sara Williams,10,62,98,83,Pass
3434,Maria Wright,7,57,50,60,Pass
3435,Ryan White,4,54,59,47,Fail
3436,Tina Bruce,9,93,94,85,Pass
3437,Robin Lewis,5,62,75,68,Pass
3438,Vincent Johnson,4,78,57,56,Fail
3439,Robert Richmond,7,69,53,71,Pass
3440,Angela Sanchez,4,63,97,73,Pass
3441,Tara Garrett,3,81,77,60,Pass
3442,Margaret Mcdonald,9,99,64,78,Pass
3443,Nancy Raymond,8,76,55,72,Pass
3444,Johnny Thompson,1,74,57,43,Fail
3445,Joseph Mcdowell,7,53,40,47,Fail
3446,Chad Marsh,9,70,79,71,Pass
3447,Cindy Miles,8,67,40,63,Pass
3448,Jennifer Gonzalez,8,88,40,62,Pass
3449,John Martin,6,64,90,75,Pass
3450,Jessica Burton,4,87,60,56,Fail
3451,Benjamin Buchanan,8,97,100,85,Pass
3452,Larry Hunter,3,73,99,74,Pass
3453,Breanna Cook,9,57,64,69,Pass
3454,Kathy Cook,2,77,66,52,Fail
3455,Ashley Ward,2,70,49,44,Fail
3456,Charles Beard,7,65,89,74,Pass
3457,Austin Ross,10,65,51,80,Pass
3458,Matthew Hernandez,4,84,67,65,Pass
3459,Michelle Sanford,10,66,88,86,Pass
3460,Angela Gray,8,58,71,66,Pass
3461,Jose Brown,9,84,72,85,Pass
3462,Dr. Mary Watson,7,78,47,57,Fail
3463,Duane Aguirre,5,88,81,76,Pass
3464,William Bishop,8,67,65,73,Pass
3465,Jamie Pacheco,4,61,81,68,Pass
3466,Rita Beck,2,68,89,52,Fail
3467,Mark Trevino,6,97,100,93,Pass
3468,Lisa Ramirez,9,71,80,82,Pass
3469,Victoria Patterson,1,98,96,67,Pass
3470,Kayla Christensen,10,64,41,55,Fail
3471,Frank Short,7,50,74,64,Pass
3472,Kevin Johnson,10,51,73,75,Pass
3473,Chris Rosario,9,57,45,54,Fail
3474,Alexis Miller,10,71,70,75,Pass
3475,Katelyn Watson,9,74,62,68,Pass
3476,Jennifer Cross,10,51,51,64,Pass
3477,Jeanette Fletcher,3,100,93,71,Pass
3478,Jon Howe,5,58,90,79,Pass
3479,Brian Cooley,8,58,67,73,Pass
3480,Michelle Foster,8,62,54,59,Fail
3481,Russell Chavez,4,55,58,47,Fail
3482,Jeff Lozano,1,79,51,40,Fail
3483,Michael Moore,1,64,89,57,Fail
3484,Jennifer Pham,4,100,87,86,Pass
3485,Sarah Payne,6,64,41,60,Pass
3486,Derek Jones,8,99,50,75,Pass
3487,Matthew Leonard,6,56,83,67,Pass
3488,Maria Keller,9,60,76,78,Pass
3489,Richard Oconnell,9,89,98,94,Pass
3490,Mr. James Hernandez,2,87,98,73,Pass
3491,Cynthia Taylor,10,89,95,96,Pass
3492,Jessica Clark DDS,1,51,77,51,Fail
3493,Laurie Mitchell,2,100,64,54,Fail
3494,Donna Park,5,97,82,76,Pass
3495,Kimberly Lopez,4,88,60,64,Pass
3496,Aaron Harrison,4,59,81,60,Pass
3497,Cynthia Harris,9,93,75,79,Pass
3498,Charles Stephenson,8,66,48,63,Pass
3499,Alejandro Campos,6,56,51,76,Pass
3500,Ryan Miranda,1,89,49,45,Fail
3501,Eddie Peters,2,88,98,71,Pass
3502,Charles Kelley,6,53,85,74,Pass
3503,Stacey Rodriguez,2,84,44,58,Fail
3504,Louis Hicks,10,100,72,86,Pass
3505,Holly Hanna,5,96,44,66,Pass
3506,Robert Adams,5,85,55,66,Pass
3507,Patricia Hamilton,6,80,76,70,Pass
3508,Alan Jordan,6,74,76,74,Pass
3509,Blake Hall,6,90,68,71,Pass
3510,Cassandra Oneal,2,62,57,44,Fail
3511,Carol Frazier,10,67,68,86,Pass
